Date,Team,Relinquished,injury_name,status,year,month,played_season
2019-11-02,Warriors,D'Angelo Russell,sprained right ankle,DTD,2019,11,2019
2019-11-02,Warriors,Draymond Green,left index finger injury,DTD,2019,11,2019
2019-11-02,Wizards,Jordan McRae,fractured finger,"",2019,11,2019
2019-11-03,Grizzlies,Grayson Allen,sore left ankle,DTD,2019,11,2019
2019-11-03,Jazz,Emmanuel Mudiay,left hamstring injury,"",2019,11,2019
2019-11-03,Mavericks,Maxi Kleber,bruised right knee,"",2019,11,2019
2019-11-03,Pacers,Domas Sabonis,left calf injury,"",2019,11,2019
2019-11-04,Blazers,Zach Collins,surgery on left shoulder,"",2019,11,2019
2019-11-04,Grizzlies,Grayson Allen,sore left ankle,"",2019,11,2019
2019-11-04,Grizzlies,Jaren Jackson Jr.,sore right knee,"",2019,11,2019
2019-11-04,Pistons,Derrick Rose,right hamstring injury,"",2019,11,2019
2019-11-05,Celtics,Romeo Langford,illness,"",2019,11,2019
2019-11-05,Lakers,Avery Bradley,right leg injury,DTD,2019,11,2019
2019-11-05,Celtics,Enes Kanter,bruised left knee,DTD,2019,11,2019
2019-11-05,Magic,Melvin Frazier Jr.,bruised left shoulder,DTD,2019,11,2019
2019-11-06,Magic,Terrence Ross,sore right knee,"",2019,11,2019
2019-11-06,Pacers,Jeremy Lamb,sprained left ankle,"",2019,11,2019
2019-11-06,Raptors,Patrick McCaw,surgery on left knee,date approximate,2019,11,2019
2019-11-06,Raptors,Patrick McCaw,left knee injury,"",2019,11,2019
2019-11-06,Raptors,Patrick McCaw,arthroscopic surgery on left knee to remove benign mass,"",2019,11,2019
2019-11-06,Rockets,Eric Gordon,left hamstring injury,"",2019,11,2019
2019-11-06,Timberwolves,Jeff Teague,illness,"",2019,11,2019
2019-11-06,Timberwolves,Jordan Bell,sprained right shoulder,DTD,2019,11,2019
2019-11-06,Timberwolves,Shabazz Napier,strained right hamstring,DTD,2019,11,2019
2019-11-06,Warriors,Draymond Green,left index finger injury,"",2019,11,2019
2019-11-07,76ers,Ben Simmons,right shoulder injury,DTD,2019,11,2019
2019-11-07,Celtics,Enes Kanter,bruised left knee,"",2019,11,2019
2019-11-07,Heat,Dion Waiters,stomach illness,DTD,2019,11,2019
2019-11-07,Heat,Justise Winslow,concussion,"",2019,11,2019
