Date,Team,Relinquished,injury_name,status,year,month,played_season
2012-04-26,Blazers,Raymond Felton,DNP,"",2012,4,2011
2012-04-26,Bobcats,Derrick Brown,sprained right ankle,DNP,2012,4,2011
2012-04-26,Bobcats,Reggie Williams,left knee tendinitis,DNP,2012,4,2011
2012-04-26,Bucks,Carlos Delfino,strained right groin,DNP,2012,4,2011
2012-04-26,Bucks,Drew Gooden,rest,DNP,2012,4,2011
2012-04-26,Bucks,Ersan Ilyasova,right knee injury,DNP,2012,4,2011
2012-04-26,Bucks,Monta Ellis,right hand injury,DNP,2012,4,2011
2012-04-26,Bulls,Derrick Rose,rest,DNP,2012,4,2011
2012-04-26,Bulls,Kyle Korver,rest,DNP,2012,4,2011
2012-04-26,Bulls,Luol Deng,placed on IL,out for season,2012,4,2011
2012-04-26,Cavaliers,Kyrie Irving,rest,DNP,2012,4,2011
2012-04-26,Cavaliers,Omri Casspi,right knee tendinitis,DNP,2012,4,2011
2012-04-26,Celtics,Greg Stiemsma,sore right foot,"",2012,4,2011
2012-04-26,Hawks,Jannero Pargo,back injury,DNP,2012,4,2011
2012-04-26,Heat,Chris Bosh,leg muscle fatigue,"",2012,4,2011
2012-04-26,Heat,Dwyane Wade,dislocated left index finger,"",2012,4,2011
2012-04-26,Heat,LeBron James,rest,DNP,2012,4,2011
2012-04-26,Hornets,Chris Kaman,bruised left tibia,DNP,2012,4,2011
2012-04-26,Hornets,Gustavo Ayon,concussion,DNP,2012,4,2011
2012-04-26,Hornets,Trevor Ariza,DNP,P,2012,4,2011
2012-04-26,Jazz,Earl Watson,knee injury,out for season,2012,4,2011
2012-04-26,Kings,Hassan Whiteside,sprained right ankle,DNP,2012,4,2011
2012-04-26,Knicks,Baron Davis,rest,DNP,2012,4,2011
2012-04-26,Knicks,Carmelo Anthony,rest,DNP,2012,4,2011
2012-04-26,Knicks,Toney Douglas,virus,DNP,2012,4,2011
2012-04-26,Knicks,Tyson Chandler,rest,DNP,2012,4,2011
2012-04-26,Lakers,Andrew Bynum,rest,DNP,2012,4,2011
2012-04-26,Lakers,Kobe Bryant,rest,DNP,2012,4,2011
2012-04-26,Lakers,Matt Barnes,sprained right ankle,"",2012,4,2011
2012-04-26,Lakers,Pau Gasol,rest,DNP,2012,4,2011
2012-04-26,Magic,Glen Davis,sprained right ankle,out for season,2012,4,2011
2012-04-26,Magic,J.J. Redick,DNP,"",2012,4,2011
2012-04-26,Magic,Jameer Nelson,DNP,"",2012,4,2011
2012-04-26,Magic,Jason Richardson,DNP,"",2012,4,2011
2012-04-26,Magic,Ryan Anderson,DNP,"",2012,4,2011
2012-04-26,Nets,Deron Williams,sore right calf,DNP,2012,4,2011
2012-04-26,Nets,Gerald Wallace,DNP,"",2012,4,2011
2012-04-26,Nets,Jordan Farmar,sore right groin,DNP,2012,4,2011
2012-04-26,Nets,Kris Humphries,bruised right big toe,DNP,2012,4,2011
2012-04-26,Nets,Shelden Williams,left knee injury,DNP,2012,4,2011
2012-04-26,Raptors,Jose Calderon,right eye injury,DNP,2012,4,2011
2012-04-26,Raptors,Linas Kleiza,DNP,"",2012,4,2011
2012-04-26,Rockets,Chandler Parsons,bruised right shoulder,DNP,2012,4,2011
2012-04-26,Rockets,Kyle Lowry,hernia,DNP,2012,4,2011
2012-04-26,Spurs,Manu Ginobili,rest,DNP,2012,4,2011
2012-04-26,Spurs,Gary Neal,left shoulder injury,DNP,2012,4,2011
2012-04-26,Spurs,Kawhi Leonard,rest,DNP,2012,4,2011
2012-04-26,Spurs,Stephen Jackson,rest,DNP,2012,4,2011
2012-04-26,Warriors,Andris Biedrins,concussion,DNP,2012,4,2011
2012-04-26,Warriors,Richard Jefferson,rest,DNP,2012,4,2011
2012-04-26,Wizards,Jordan Crawford,sprained right ankle,DNP,2012,4,2011
2012-04-26,Warriors,David Lee,surgery to repair torn abdominal muscle,out for season,2012,4,2011
2012-04-26,Warriors,David Lee,recovering from surgery to repair torn abdominal muscle,DNP,2012,4,2011
2012-04-28,Bulls,Derrick Rose,torn ACL in left knee,out for season,2012,4,2011
2012-04-28,Knicks,Iman Shumpert,torn lateral meniscus / ACL  in left knee,CBC,2012,4,2011
2012-04-29,Clippers,Caron Butler,fractured metacarpal bone in left hand,out for season,2012,4,2011
2012-04-30,Knicks,Amar'e Stoudemire,left hand injury,DTD,2012,4,2011
2012-04-30,Knicks,Iman Shumpert,torn lateral meniscus / ACL  / ACL and MCL  in left knee,CBC,2012,4,2011
2012-04-30,Nuggets,Wilson Chandler,surgery on left hip to repair torn labrum,out for season,2012,4,2011
2012-05-01,Bulls,Derrick Rose,torn ACL in left knee,out for season,2012,5,2011
2012-05-01,Rockets,Kyle Lowry,surgery to repair sports hernia,out indefinitely,2012,5,2011
2012-05-02,Clippers,Caron Butler,fractured metacarpal bone in left hand,out for season,2012,5,2011
2012-05-02,Spurs,Tiago Splitter,wrist injury,DNP,2012,5,2011
2012-05-02,Suns,Channing Frye,surgery on right shoulder,out indefinitely,2012,5,2011
2012-05-03,Bucks,Carlos Delfino,surgery to repair sports hernia,out indefinitely,2012,5,2011
2012-05-03,Knicks,Amar'e Stoudemire,left hand injury,"",2012,5,2011
2012-05-04,Hawks,Josh Smith,left knee tendinitis,DNP,2012,5,2011
2012-05-06,Bulls,Joakim Noah,sprained left ankle,DNP,2012,5,2011
2012-05-06,Hawks,Jerry Stackhouse,placed on IL,out for season,2012,5,2011
2012-05-06,Knicks,Baron Davis,"torn ACL, MCL, and patella tendon in right knee",out for season,2012,5,2011
2012-05-07,Bucks,Luc Mbah a Moute,surgery on right knee to repair tendinitis,"",2012,5,2011
2012-05-08,Bulls,Joakim Noah,sprained left ankle,DNP,2012,5,2011
2012-05-09,Knicks,Baron Davis,"torn ACL, MCL, and patella tendon in right knee",out for season,2012,5,2011
2012-05-10,Blazers,LaMarcus Aldridge,arthroscopic surgery on right hip to repair torn labrum,out indefinitely,2012,5,2011
2012-05-10,Bulls,Joakim Noah,sprained left ankle,DNP,2012,5,2011
2012-05-10,Lakers,Ron Artest,suspension,"",2012,5,2011
2012-05-12,Bulls,Derrick Rose,surgery on left knee to repair torn ACL,"",2012,5,2011
2012-05-15,Heat,Chris Bosh,strained abdominal muscle,"",2012,5,2011
2012-05-15,Timberwolves,Nikola Pekovic,surgery on right ankle to remove bone spurs,out indefinitely,2012,5,2011
2012-05-16,Nuggets,Al Harrington,surgery on right knee to repair torn meniscus,out indefinitely,2012,5,2011
2012-05-21,Celtics,Avery Bradley,left shoulder injury,out for season,2012,5,2011
2012-05-25,Celtics,Avery Bradley,surgery on left shoulder,out for season,2012,5,2011
2012-06-12,Heat,Dexter Pittman,placed on IL,out for season,2012,6,2011
2012-06-12,Heat,James Jones,migraine headache,DNP,2012,6,2011
2012-06-14,Celtics,Mickael Pietrus,arthroscopic surgery on right knee,out indefinitely,2012,6,2011
2012-06-14,Celtics,Ray Allen,arthroscopic surgery on right ankle to remove bone spurs,out indefinitely,2012,6,2011
2012-07-10,Heat,Dwyane Wade,surgery on left knee,out indefinitely,2012,7,2011
2012-07-11,Thunder,Hollis Thompson,surgery on left groin,out indefinitely,2012,7,2011
2012-07-12,Clippers,Blake Griffin,torn meniscus in left knee,out indefinitely,2012,7,2011
2012-07-12,Thunder,Kendrick Perkins,surgery on right groin,out indefinitely,2012,7,2011
2012-07-14,Cavaliers,Kyrie Irving,broken right hand,out indefinitely,2012,7,2011
2012-07-16,Clippers,Blake Griffin,surgery on left knee to repair torn meniscus,out indefinitely,2012,7,2011
2012-07-18,Cavaliers,Kyrie Irving,surgery to repair broken right hand,out indefinitely,2012,7,2011
2012-07-19,Thunder,Kendrick Perkins,surgery on left wrist to repair torn ligament,out indefinitely,2012,7,2011
2012-07-27,Hornets,Austin Rivers,surgery on right ankle to remove bone spurs,out indefinitely,2012,7,2011
2012-08-05,Hornets,Robin Lopez,surgery on left knee to repair medial meniscus,"",2012,8,2011
2012-08-21,Clippers,Chris Paul,surgery on right thumb to repair torn ligament,out indefinitely,2012,8,2011
2012-09-07,Knicks,Ronnie Brewer,surgery on left knee to repair torn meniscus,out indefinitely,2012,9,2011
2012-09-11,Blazers,Elliot Williams,torn left Achilles tendon,out indefinitely,2012,9,2011
2012-09-14,Blazers,Elliot Williams,surgery to repair torn left Achilles tendon,out for season,2012,9,2011
2012-09-20,Suns,Channing Frye,enlarged heart,out indefinitely,2012,9,2011
2012-09-24,Lakers,Steve Blake,foot injury,out indefinitely,2012,9,2011
2012-09-26,Grizzlies,Darrell Arthur,fractured fibula in left leg,out indefinitely,2012,9,2011
2012-09-28,Wizards,John Wall,stress fracture in left kneecap,out indefinitely,2012,9,2011
2012-10-01,76ers,Andrew Bynum,rehab on knee,out indefinitely,2012,10,2012
2012-10-10,Knicks,Chris Smith,surgery on knee,out indefinitely,2012,10,2012
2012-10-17,Timberwolves,Kevin Love,fractured right hand,out indefinitely,2012,10,2012
2012-10-19,Mavericks,Dirk Nowitzki,arthroscopic surgery on right knee,out indefinitely,2012,10,2012
2012-10-21,Knicks,Amar'e Stoudemire,ruptured cyst in left knee,out indefinitely,2012,10,2012
2012-10-30,Bulls,Derrick Rose,recovering from surgery on left knee to repair torn ACL,out indefinitely,2012,10,2012
2012-10-30,Celtics,Darko Milicic,back spasms,DTD,2012,10,2012
2012-10-30,Clippers,Grant Hill,bone bruise in right knee,DTD,2012,10,2012
2012-10-30,Heat,Dexter Pittman,strained quadricep,"",2012,10,2012
2012-10-30,Heat,Joel Anthony,strained left hamstring,"",2012,10,2012
2012-10-30,Knicks,Amar'e Stoudemire,arthroscopic surgery on left knee,out indefinitely,2012,10,2012
2012-10-30,Knicks,Iman Shumpert,recovering from surgery on left knee to repair torn lateral meniscus / ACL,CBC,2012,10,2012
2012-10-30,Lakers,Earl Clark,strained left groin,"",2012,10,2012
2012-10-30,Mavericks,Chris Kaman,strained right calf,"",2012,10,2012
2012-10-30,Mavericks,Dirk Nowitzki,arthroscopic surgery on right knee,"",2012,10,2012
2012-10-30,Mavericks,Jared Cunningham,sprained thumb,DTD,2012,10,2012
2012-10-30,Nuggets,Julyan Stone,surgery on hip,out indefinitely,2012,10,2012
2012-10-30,Pacers,Danny Granger,sore left knee,out indefinitely,2012,10,2012
2012-10-30,Spurs,Manu Ginobili,back spasms,DTD,2012,10,2012
2012-10-30,Wizards,John Wall,strained left knee,"",2012,10,2012
2012-10-30,Wizards,Kevin Seraphin,strained right calf,"",2012,10,2012
2012-10-30,Wizards,Nene Hilario,plantar fasciitis in left foot,"",2012,10,2012
2012-10-30,Celtics,Avery Bradley,surgery on left shoulder,out indefinitely,2012,10,2012
2012-10-30,Celtics,Avery Bradley,surgery on left shoulder,"",2012,10,2012
2012-10-31,76ers,Andrew Bynum,rehab on right knee,out for season,2012,10,2012
2012-10-31,76ers,Kwame Brown,strained left calf,DNP,2012,10,2012
2012-10-31,Blazers,Elliot Williams,surgery to repair torn left Achilles tendon,out for season,2012,10,2012
2012-10-31,Blazers,Ronnie Price,sprained right ankle,"",2012,10,2012
2012-10-31,Bulls,Derrick Rose,surgery on left knee to repair torn ACL,out for season,2012,10,2012
2012-10-31,Clippers,Chauncey Billups,surgery to repair turn left Achilles tendon,"",2012,10,2012
2012-10-31,Clippers,Grant Hill,bone bruise in right knee,"",2012,10,2012
2012-10-31,Clippers,Trey Thompkins,bone bruise in left knee,"",2012,10,2012
2012-10-31,Grizzlies,Darrell Arthur,fractured bone in left leg,"",2012,10,2012
2012-10-31,Hornets,Eric Gordon,sore left knee / right knee injury,"",2012,10,2012
2012-10-31,Jazz,Earl Watson,rehab on right  / left  knee,P,2012,10,2012
2012-10-31,Kings,Tyler Honeycutt,right leg injury,DTD,2012,10,2012
2012-10-31,Nuggets,Danilo Gallinari,sprained left ankle,DNP,2012,10,2012
2012-10-31,Nuggets,Timofey Mozgov,strained left knee,"",2012,10,2012
2012-10-31,Pacers,Danny Granger,sore left knee / patellar tendinitis in left knee,"",2012,10,2012
2012-10-31,Pistons,Corey Maggette,strained left calf,"",2012,10,2012
2012-10-31,Rockets,Patrick Patterson,strained left quadricep,"",2012,10,2012
2012-10-31,Spurs,Manu Ginobili,back spasms,"",2012,10,2012
2012-10-31,Suns,Channing Frye,enlarged heart,out for season,2012,10,2012
2012-10-31,Warriors,Andris Biedrins,groin injury,DNP,2012,10,2012
2012-11-02,Bucks,John Henson,bone bruise in left knee / sprained left knee,"",2012,11,2012
2012-11-02,Bucks,Luc Mbah a Moute,surgery on right knee,"",2012,11,2012
2012-11-02,Hawks,Johan Petro,sore back,"",2012,11,2012
2012-11-02,Knicks,Amar'e Stoudemire,arthroscopic surgery on left knee,"",2012,11,2012
2012-11-02,Knicks,Iman Shumpert,surgery on left knee to repair torn lateral meniscus / ACL,"",2012,11,2012
2012-11-02,Knicks,Marcus Camby,strained left calf,DTD,2012,11,2012
2012-11-02,Lakers,Steve Nash,fractured left leg,"",2012,11,2012
2012-11-02,Magic,Al Harrington,right knee rehab / surgery on left knee,CBC,2012,11,2012
2012-11-02,Magic,DeQuan Jones,strained left groin  / abdominal surgery,P,2012,11,2012
2012-11-02,Magic,Gustavo Ayon,sprained left thumb,DNP,2012,11,2012
2012-11-02,Magic,Moe Harkless,surgery to repair hernia,DTD,2012,11,2012
2012-11-02,Pacers,Jeff Ayres,headaches/concussion,"",2012,11,2012
2012-11-02,Rockets,Greg Smith,sore left foot,"",2012,11,2012
2012-11-02,Timberwolves,Kevin Love,fractured right hand,"",2012,11,2012
2012-11-02,Timberwolves,Ricky Rubio,surgery on left knee to repair torn ACL,"",2012,11,2012
2012-11-03,Blazers,Sasha Pavlovic,strained quadricep,"",2012,11,2012
2012-11-03,Hornets,Anthony Davis,concussion,DNP,2012,11,2012
2012-11-03,Mavericks,Rodrigue Beaubois,sprained left ankle,"",2012,11,2012
2012-11-03,Nets,Josh Childress,sore/sprained left ankle,"",2012,11,2012
2012-11-03,Nuggets,Wilson Chandler,recovering from surgery on left hip to repair torn labrum,out indefinitely,2012,11,2012
2012-11-03,Warriors,Brandon Rush,torn ACL in left knee,out for season,2012,11,2012
2012-11-03,Warriors,Brandon Rush,torn ACL in left knee,out for season,2012,11,2012
2012-11-04,Hawks,Josh Smith,sprained right ankle,DNP,2012,11,2012
2012-11-04,Magic,Hedo Turkoglu,fractured left hand,"",2012,11,2012
2012-11-04,Magic,Jameer Nelson,strained right hamstring,DNP,2012,11,2012
2012-11-05,76ers,Jason Richardson,sprained left ankle,DNP,2012,11,2012
2012-11-05,Nets,Gerald Wallace,sprained left ankle,"",2012,11,2012
2012-11-06,Bobcats,Gerald Henderson Jr.,sprained left foot,out indefinitely,2012,11,2012
2012-11-06,Magic,Jameer Nelson,strained right hamstring,DNP,2012,11,2012
2012-11-06,Mavericks,Shawn Marion,sprained MCL in left knee,DTD,2012,11,2012
2012-11-07,76ers,Jason Richardson,sprained left ankle,DNP,2012,11,2012
2012-11-07,76ers,Kwame Brown,strained left calf,DNP,2012,11,2012
2012-11-07,Bobcats,Gerald Henderson Jr.,sprained left foot,"",2012,11,2012
2012-11-07,Bucks,Beno Udrih,bruised right quadricep,"",2012,11,2012
2012-11-07,Cavaliers,Anderson Varejao,bruised right knee,"",2012,11,2012
2012-11-07,Cavaliers,Tyler Zeller,fractured left cheekbone / concussion,"",2012,11,2012
2012-11-07,Hornets,Anthony Davis,concussion,DNP,2012,11,2012
2012-11-07,Hornets,Austin Rivers,sprained left index finger,DNP,2012,11,2012
2012-11-07,Lakers,Earl Clark,strained left groin,out indefinitely,2012,11,2012
2012-11-07,Magic,Jameer Nelson,strained groin,DNP,2012,11,2012
2012-11-07,Mavericks,Rodrigue Beaubois,sprained left ankle,DNP,2012,11,2012
2012-11-07,Mavericks,Shawn Marion,sprained MCL in left knee,"",2012,11,2012
2012-11-07,Nuggets,Wilson Chandler,surgery on left hip to repair torn labrum,"",2012,11,2012
2012-11-07,Raptors,Kyle Lowry,sprained right ankle / bone bruise in right foot,"",2012,11,2012
2012-11-07,Suns,Kendall Marshall,ankle injury,DNP,2012,11,2012
2012-11-08,Warriors,Andrew Bogut,sore left ankle,"",2012,11,2012
2012-11-09,76ers,Jason Richardson,sprained left ankle,DNP,2012,11,2012
2012-11-09,76ers,Kwame Brown,strained left calf,DNP,2012,11,2012
2012-11-09,Heat,Dwyane Wade,illness,"",2012,11,2012
2012-11-09,Magic,DeQuan Jones,groin injury,DTD,2012,11,2012
2012-11-09,Magic,Jameer Nelson,strained right hamstring/groin,DNP,2012,11,2012
2012-11-09,Nets,MarShon Brooks,sprained left ankle,"",2012,11,2012
2012-11-09,Spurs,Stephen Jackson,flu / stomach virus,"",2012,11,2012
2012-11-09,Thunder,Hasheem Thabeet,sprained left ankle,"",2012,11,2012
2012-11-09,Timberwolves,Jose Barea,sprained left foot,DNP,2012,11,2012
2012-11-09,Lakers,Devin Ebanks,placed on IL after arrest for DUI,"",2012,11,2012
2012-11-10,76ers,Jason Richardson,sprained left ankle,DNP,2012,11,2012
2012-11-10,76ers,Kwame Brown,strained left calf,DNP,2012,11,2012
2012-11-10,Jazz,Mo Williams,strained right abductor,DNP,2012,11,2012
2012-11-10,Raptors,Landry Fields,sore right wrist/hand,"",2012,11,2012
2012-11-10,Spurs,Tony Parker,flu,"",2012,11,2012
2012-11-10,Spurs,DeJuan Blair,bruised left knee,DNP,2012,11,2012
2012-11-10,Timberwolves,Brandon Roy,sore right knee,DNP,2012,11,2012
2012-11-10,Timberwolves,Jose Barea,sprained left foot,DNP,2012,11,2012
2012-11-10,Warriors,Jeremy Tyler,flu,DNP,2012,11,2012
2012-11-11,Cavaliers,Luke Harangody,right knee injury,"",2012,11,2012
2012-11-11,Timberwolves,Chase Budinger,torn meniscus in left knee,out indefinitely,2012,11,2012
2012-11-12,76ers,Kwame Brown,strained left calf,DNP,2012,11,2012
2012-11-12,Bulls,Kirk Hinrich,right hip/gluteus/hamstring injury,"",2012,11,2012
2012-11-12,Raptors,Alan Anderson,partially torn plantar fascia in left foot,"",2012,11,2012
2012-11-12,Timberwolves,Brandon Roy,sore right knee,DNP,2012,11,2012
2012-11-12,Timberwolves,Chase Budinger,torn meniscus in left knee,surgery,2012,11,2012
2012-11-12,Timberwolves,Jose Barea,sprained left foot,DNP,2012,11,2012
2012-11-13,Kings,Francisco Garcia,flu,DNP,2012,11,2012
2012-11-13,Lakers,Earl Clark,strained left groin,DNP,2012,11,2012
2012-11-13,Lakers,Steve Blake,abdominal strain,"",2012,11,2012
2012-11-13,Magic,DeQuan Jones,sore left groin,DNP,2012,11,2012
2012-11-13,Magic,Jameer Nelson,strained right hamstring/groin,DNP,2012,11,2012
2012-11-13,Timberwolves,Chase Budinger,surgery on left knee to repair torn meniscus,out indefinitely,2012,11,2012
2012-11-14,Hawks,Al Horford,stomach virus,DNP,2012,11,2012
2012-11-14,Hawks,Devin Harris,illness,P,2012,11,2012
2012-11-14,Hawks,Devin Harris,strained left hamstring,DTD,2012,11,2012
2012-11-14,Pistons,Rodney Stuckey,flu,"",2012,11,2012
2012-11-14,Timberwolves,Brandon Roy,sore right knee,DNP,2012,11,2012
2012-11-14,Timberwolves,Chase Budinger,recovering from surgery on left knee to repair torn meniscus,DNP,2012,11,2012
2012-11-14,Timberwolves,Jose Barea,sprained left foot,DNP,2012,11,2012
2012-11-14,Timberwolves,Nikola Pekovic,sprained left ankle,DNP,2012,11,2012
2012-11-15,Celtics,Rajon Rondo,sprained right ankle,DNP,2012,11,2012
2012-11-15,Heat,Dwyane Wade,sprained right  / left  foot,P,2012,11,2012
2012-11-15,Nets,Tornike Shengelia,placed on IL,date 11-18 per P,2012,11,2012
2012-11-15,Nuggets,Wilson Chandler,hip injury,DTD,2012,11,2012
2012-11-15,Raptors,Landry Fields,ulnar nerve transpostion surgery on right elbow,out indefinitely,2012,11,2012
2012-11-15,Spurs,Gary Neal,hand injury,DTD,2012,11,2012
2012-11-16,Cavaliers,Luke Harangody,surgury on right knee,out indefinitely,2012,11,2012
2012-11-16,Hawks,DeShawn Stevenson,back injury,"",2012,11,2012
2012-11-16,Rockets,Carlos Delfino,groin injury,DTD,2012,11,2012
2012-11-16,Spurs,Kawhi Leonard,quadriceps tendinitis in left knee,out indefinitely,2012,11,2012
2012-11-16,Timberwolves,Brandon Roy,sore right knee,DNP,2012,11,2012
2012-11-16,Timberwolves,Chase Budinger,recovering from surgery on left knee to repair torn meniscus,DNP,2012,11,2012
2012-11-16,Timberwolves,Jose Barea,sprained left foot,DNP,2012,11,2012
2012-11-16,Timberwolves,Nikola Pekovic,sprained left ankle,DNP,2012,11,2012
2012-11-17,Celtics,Jason Collins,DNP,"",2012,11,2012
2012-11-17,Mavericks,Rodrigue Beaubois,ankle injury,DNP,2012,11,2012
2012-11-17,Nuggets,Anthony Randolph,ankle injury,DTD,2012,11,2012
2012-11-17,Spurs,Kawhi Leonard,quadriceps tendinitis in left knee,DNP,2012,11,2012
2012-11-18,Cavaliers,Daniel Gibson,sore right elbow,DTD,2012,11,2012
2012-11-18,Magic,J.J. Redick,illness,DNP,2012,11,2012
2012-11-18,Rockets,Carlos Delfino,groin injury,DNP,2012,11,2012
2012-11-19,Bobcats,Tyrus Thomas,torn muscle in left calf,"",2012,11,2012
2012-11-19,Cavaliers,Kyrie Irving,fractured left index finger,out indefinitely,2012,11,2012
2012-11-19,Rockets,Carlos Delfino,groin injury,DNP,2012,11,2012
2012-11-19,Spurs,Kawhi Leonard,quadriceps tendinitis in left knee,DNP,2012,11,2012
2012-11-19,Spurs,Stephen Jackson,fractured right pinky finger,out indefinitely,2012,11,2012
2012-11-19,Timberwolves,Brandon Roy,arthroscopic surgery on right knee,out indefinitely,2012,11,2012
2012-11-19,Warriors,Richard Jefferson,strained right calf,DNP,2012,11,2012
2012-11-20,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,11,2012
2012-11-21,Blazers,J.J. Hickson,left shoulder injury,"",2012,11,2012
2012-11-21,Cavaliers,Daniel Gibson,sore right elbow,DNP,2012,11,2012
2012-11-21,Cavaliers,Kyrie Irving,fractured left index finger,"",2012,11,2012
2012-11-21,Clippers,Caron Butler,strained right shoulder,DNP,2012,11,2012
2012-11-21,Heat,Rashard Lewis,illness,DNP,2012,11,2012
2012-11-21,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,11,2012
2012-11-21,Nets,Gerald Wallace,sore left ankle,"",2012,11,2012
2012-11-21,Nets,Jerry Stackhouse,rest,"",2012,11,2012
2012-11-21,Rockets,Carlos Delfino,groin injury,DNP,2012,11,2012
2012-11-21,Rockets,Cole Aldrich,sprained right ankle,DTD,2012,11,2012
2012-11-21,Rockets,Daequan Cook,sprained right ankle,DNP,2012,11,2012
2012-11-21,Spurs,Kawhi Leonard,left knee tendinitis,"",2012,11,2012
2012-11-21,Spurs,Stephen Jackson,fractured right pinky finger,"",2012,11,2012
2012-11-21,Timberwolves,Brandon Roy,arthroscopic surgery on right knee,out for season,2012,11,2012
2012-11-21,Timberwolves,Chase Budinger,surgery on left knee to repair torn meniscus,"",2012,11,2012
2012-11-21,Warriors,Richard Jefferson,strained right calf,DNP,2012,11,2012
2012-11-21,Wizards,Trevor Booker,right knee injury,"",2012,11,2012
2012-11-23,Blazers,Victor Claver,sprained elbow,"",2012,11,2012
2012-11-23,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,11,2012
2012-11-23,Knicks,Rasheed Wallace,sore left foot,DNP,2012,11,2012
2012-11-23,Rockets,Carlos Delfino,groin injury,DNP,2012,11,2012
2012-11-23,Rockets,Cole Aldrich,sprained right ankle,DNP,2012,11,2012
2012-11-23,Warriors,Richard Jefferson,strained right calf,DNP,2012,11,2012
2012-11-24,Bobcats,Bismack Biyombo,left leg injury,DTD,2012,11,2012
2012-11-24,Hawks,DeShawn Stevenson,knee injury,DNP,2012,11,2012
2012-11-24,Hawks,Devin Harris,turf toe in left big toe,"",2012,11,2012
2012-11-24,Jazz,Mo Williams,sprained right foot,DNP,2012,11,2012
2012-11-24,Warriors,Richard Jefferson,strained right calf,DNP,2012,11,2012
2012-11-25,Blazers,LaMarcus Aldridge,sore back,DNP,2012,11,2012
2012-11-25,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,11,2012
2012-11-26,Grizzlies,Mike Conley Jr.,flu,DNP,2012,11,2012
2012-11-26,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,11,2012
2012-11-26,Jazz,Mo Williams,sprained right foot,DNP,2012,11,2012
2012-11-26,Knicks,Jason Kidd,lower back spasms,DNP,2012,11,2012
2012-11-26,Wizards,Nene Hilario,sore left foot,DNP,2012,11,2012
2012-11-26,Wizards,Shaun Livingston,sore right shoulder,DNP,2012,11,2012
2012-11-27,Cavaliers,Daniel Gibson,sore right elbow,DNP,2012,11,2012
2012-11-27,Rockets,Carlos Delfino,groin injury,"",2012,11,2012
2012-11-28,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,11,2012
2012-11-28,Jazz,Mo Williams,sprained right foot,DNP,2012,11,2012
2012-11-28,Knicks,Jason Kidd,back spasms,DNP,2012,11,2012
2012-11-28,Mavericks,Darren Collison,sprained right middle finger,"",2012,11,2012
2012-11-28,Raptors,Andrea Bargnani,sore left ankle,DNP,2012,11,2012
2012-11-28,Rockets,Chandler Parsons,sore right shoulder,DNP,2012,11,2012
2012-11-28,Timberwolves,Andrei Kirilenko,back spasms,DNP,2012,11,2012
2012-11-29,Heat,Shane Battier,sprained MCL in right knee,"",2012,11,2012
2012-11-29,Nuggets,Julyan Stone,right hip injury,DNP,2012,11,2012
2012-11-29,Spurs,Tony Parker,rest,DNP,2012,11,2012
2012-11-29,Spurs,Danny Green,rest,DNP,2012,11,2012
2012-11-29,Spurs,Manu Ginobili,rest,DNP,2012,11,2012
2012-11-29,Spurs,Tim Duncan,rest,DNP,2012,11,2012
2012-11-29,Warriors,Richard Jefferson,strained right calf,DNP,2012,11,2012
2012-11-30,Grizzlies,Tony Allen,strained right groin,DNP,2012,11,2012
2012-11-30,Hawks,Kyle Korver,sore back,"",2012,11,2012
2012-11-30,Jazz,Marvin Williams,concussion,DNP,2012,11,2012
2012-11-30,Kings,Tyreke Evans,bruised left knee,DNP,2012,11,2012
2012-11-30,Knicks,Jason Kidd,back spasms,DNP,2012,11,2012
2012-11-30,Magic,Jameer Nelson,left Achilles tendinitis,DNP,2012,11,2012
2012-11-30,Nets,Brook Lopez,sprained right foot,"",2012,11,2012
2012-11-30,Pistons,Austin Daye,illness,DNP,2012,11,2012
2012-11-30,Timberwolves,Andrei Kirilenko,back spasms,DNP,2012,11,2012
2012-12-01,76ers,Nick Young,hyperextended left big toe,DNP,2012,12,2012
2012-12-01,Bucks,Beno Udrih,sprained right ankle,DTD,2012,12,2012
2012-12-01,Bucks,Mike Dunleavy Jr.,knee injury,"",2012,12,2012
2012-12-01,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,12,2012
2012-12-01,Jazz,Derrick Favors,strained arch in right foot,DNP,2012,12,2012
2012-12-01,Jazz,Marvin Williams,concussion,DNP,2012,12,2012
2012-12-01,Kings,Tyreke Evans,bruised left knee,DNP,2012,12,2012
2012-12-01,Warriors,Richard Jefferson,strained right calf,DNP,2012,12,2012
2012-12-02,Bulls,Richard Hamilton,torn plantar fascia in left foot,out indefinitely,2012,12,2012
2012-12-02,Knicks,Marcus Camby,sore left foot,DTD,2012,12,2012
2012-12-02,Suns,Jermaine O'Neal,strained right quadricep,DNP,2012,12,2012
2012-12-03,Bucks,Beno Udrih,sprained right ankle,"",2012,12,2012
2012-12-03,Cavaliers,Dion Waiters,sprained left ankle,DTD,2012,12,2012
2012-12-03,Clippers,Willie Green,knee injury,DNP,2012,12,2012
